Sample	Group	Color	Shape	g__40CM-3-62-11	g__AEGEAN-183	g__AG-414-E02	g__Acinetobacter	g__Aerococcus	g__Aestuariivirga	g__Agathobacter	g__Agrobacterium	g__Akkermansia	g__Albimonas	g__Alloalcanivorax	g__Allobaculum	g__Alloprevotella	g__Alteromonas	g__Amaricoccus	g__Arcanobacterium	g__Arctic96AD-7	g__Aristaeella	g__Avelusimicrobium	g__B3T1B10	g__BS150m-G66	g__Bacteroides	g__Bifidobacterium	g__Bin80	g__Blautia_A	g__CAG-791	g__CAG-873	g__CAKMYR01	g__CAKMZU01	g__CAKZJW01	g__CALBPI01	g__CAMYII01	g__CAMYJZ01	g__CATOSD01	g__CATOSP01	g__CF-162	g__CG-Epi1	g__COE1	g__CR02bin9	g__CSP1-1	g__CSP1-5	g__Casp-Chloro-G4	g__Casp-alpha2	g__Cellulosimicrobium	g__Chordicoccus	g__Collinsella	g__Colwellia	g__Corynebacterium	g__Cronobacter	g__Cupriavidus	g__D37C17	g__DRGT01	g__DTSX01	g__Donghicola	g__Dubosiella	g__Duncaniella	g__Endozoicomonas	g__Enorma	g__Enterobacter	g__Enterococcus_B	g__Epibacterium	g__Escherichia	g__Eubacterium_J	g__Faecalibacterium	g__Faecalibaculum	g__Ferruginivarius	g__Flagellimonas	g__Foliamicus	g__Fusicatenibacter	g__G020351855	g__GCA-001730085	g__GCA-001735895	g__GCA-002701945	g__GCA-020344555	g__GCA-2718595	g__GCA-2721545	g__GCA-2729495	g__Halopseudomonas	g__Helicobacter	g__Helicobacter_C	g__Ileibacterium	g__JAACFB01	g__JABABT01	g__JABDGQ01	g__JABDJY01	g__JABDLI01	g__JACEMX01	g__JACZQN01	g__JACZQV01	g__JACZQZ01	g__JACZRH01	g__JACZRV01	g__JACZSK01	g__JACZST01	g__JACZTW01	g__JACZUY01	g__JACZVJ01	g__JACZWL01	g__JACZWN01	g__JACZWU01	g__JACZXR01	g__JACZXZ01	g__JACZYA01	g__JADFFQ01	g__JADFGU01	g__JADFKB01	g__JADFKZ01	g__JADFMW01	g__JADFNO01	g__JADFNQ01	g__JADFOI01	g__JADFOP01	g__JADFRC01	g__JADFRG01	g__JAFDAE01	g__JAGBWK01	g__JAIFTM01	g__JAJEBT01	g__JALSTC01	g__JAOTVV01	g__JAOUFO01	g__Kineothrix	g__Klebsiella	g__Lactobacillus	g__Leisingera	g__Lepagella	g__Leptospirillum	g__Ligilactobacillus	g__Limnobacter	g__Limosilactobacillus	g__MONJU	g__MPNO01	g__Mammaliicoccus	g__Marinibacterium	g__Marinobacter	g__Marinomonas	g__Methyloceanibacter	g__Methylomonas	g__MnTg04	g__Moritella	g__Muribaculum	g__N074bin45	g__N075bin58	g__Nanosyncoccus	g__Nitrosopelagicus	g__Nitrosopumilus	g__Nitrosotenuis	g__Oleibacter	g__Paenirhodobacter	g__Parafannyhessea	g__Pelagimonas	g__Phaeobacter	g__Phocaeicola	g__Phytobacter	g__Prevotella	g__Prochlorococcus_A	g__Pseudoalteromonas	g__Pseudomonas_E	g__Pseudooceanicola	g__Pseudothioglobus	g__Psychrobacter	g__Psychrobium	g__Qipengyuania	g__REDSEA-S09-B13	g__RF16	g__RUG563	g__Ralstonia	g__Rhodovulum	g__Romboutsia	g__Roseburia	g__Ruegeria	g__Ruminococcus_B	g__Ruminococcus_E	g__SMWN01	g__SMWR01	g__SMWZ01	g__SMXQ01	g__SOKG01	g__SZUA-217	g__Salipiger	g__Sharpea	g__Shewanella	g__Sphingobium	g__Spiroplasma_C	g__Stenotrophomonas	g__Streptococcus	g__Streptomyces	g__Stutzerimonas	g__Succiniclasticum	g__TCS55	g__Thalassarchaeum	g__Thalassobius	g__Thermoflexus	g__Tropicimonas	g__UBA11136	g__UBA1328	g__UBA1711	g__UBA1845	g__UBA1847	g__UBA2767	g__UBA3282	g__UBA7173	g__UBA7359	g__UBA7748	g__UBA8229	g__UBA9410	g__UBA9611	g__VSOB01	g__Vagococcus_A	g__Vescimonas	g__Vreelandella	g__WLWT01	g__WTGU01	g__WYZ-LMO8	g__ZC4RG20
JL304_B36	octocoral	#FF7F50	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL305_B08_3	black_coral	#8E44AD	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL305_B10	black_coral	#8E44AD	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL305_B13	black_coral	#8E44AD	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.04	0.0	0.0	32.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.584	0.0	0.0	0.0
JL305_W2L	water	#3498DB	8	0.0	0.336	0.7	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.745	0.0	0.0	3.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.418	0.0	0.311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.688	0.0	0.0	0.0	0.0	0.482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	4.438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.207	0.0	0.0	4.829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.17	0.0	0.0	0.266	0.0	0.0	0.0	0.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.367	2.405	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207	0.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL306_B04	octocoral	#FF7F50	17	0.0	0.0	0.0	0.0	0.0	0.0	1.236	0.0	1.154	0.0	0.0	0.0	3.44	0.0	0.0	2.352	0.0	0.0	1.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.363	0.0	0.0	0.0	0.0	0.0	2.281	1.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	4.081	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.184	0.0	0.0	0.0	0.409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.751	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	3.689	0.0	0.0	0.0	0.0	0.0
JL306_W2L	water	#3498DB	8	0.0	0.372	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.013	0.0	0.0	7.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.633	0.0	0.0	0.0	0.0	0.0	0.365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.863	0.0	0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.293	0.0	0.0	0.0	0.0	0.803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.284	1.152	0.0	1.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.506	0.0	0.0	0.368	0.0	0.0	0.0	0.788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.595	4.145	0.0	0.0	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.442	0.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL307_0_5	sediment	#808000	3	0.684	0.0	0.0	0.0	0.0	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.841	0.324	0.0	0.0	0.0	0.0	0.471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.288	1.921	0.347	0.208	0.0	0.206	0.0	0.0	0.0	9.316	3.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	1.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.0	0.0	0.0	0.376	0.0	0.0	0.0	0.0	0.0	1.357	0.0	0.0	1.269	0.725	0.625	0.0	16.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.969	0.338	0.41	1.244	0.0	0.0	0.0	0.573	0.0	0.0	0.535	5.096	2.044	0.0	1.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.537	0.0	1.475	0.229	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.591	0.206	0.0	0.0	0.324	0.222	0.0	5.562	13.565	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99
JL307_5_7	sediment	#808000	3	1.296	0.0	0.0	0.0	0.0	0.265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.756	0.0	0.0	0.0	0.0	1.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.991	0.779	0.0	0.0	0.0	0.0	0.0	0.0	6.42	3.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.307	0.0	0.0	0.0	1.093	0.0	0.27	0.0	0.0	0.0	0.408	0.0	0.0	1.156	0.371	0.992	0.0	11.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.712	0.779	0.689	2.431	0.0	0.0	0.0	0.971	0.0	0.311	1.049	5.735	3.493	0.0	2.222	0.0	0.0	0.0	0.0	0.0	0.309	0.0	0.678	0.0	1.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.611	0.0	0.0	0.0	0.0	0.0	0.966	0.27	0.0	0.0	0.353	0.371	0.0	4.43	6.487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.683	0.0	1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.183
JL307_B07	black_coral	#8E44AD	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.0	0.0	0.0	0.0	53.117	0.0	0.0	42.479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL307_B09_3	octocoral	#FF7F50	15	0.0	0.0	0.0	0.365	0.0	0.0	0.0	0.0	0.0	1.524	0.0	0.0	0.0	62.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.0	0.149	0.285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.304	0.0	0.0	0.0	0.121	0.0	0.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.0
JL307_B11	black_coral	#8E44AD	16	0.0	0.0	0.0	13.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.719	0.0	0.0	0.128	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	1.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.69	0.0	0.0	0.0	0.0	0.816	8.104	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	7.741	0.0	1.363	0.0	0.0	0.0	0.0	1.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.533	0.0	0.0	0.0	0.269	0.0	1.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL307_B20_2	octocoral	#FF7F50	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.559	0.0	0.496	0.0	2.437	0.0	0.0	0.0	0.0	3.282	0.0	1.16	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.303	1.168	0.475	0.0	0.193	0.0	0.336	0.0	0.0	0.0	0.265	1.954	1.601	0.181	0.0	0.933	0.252	0.0	0.672	0.0	0.718	1.525	0.0	0.0	0.0	0.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185	0.0	5.472	0.0	1.051	0.0	2.597	0.0	0.769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.378	0.0	0.0	0.563	0.0	0.0	0.0	0.0	0.0	1.307	0.252	0.0	0.349	0.0	4.139	0.0	0.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.282	1.425	4.66	0.0	0.24	0.0	0.0	0.0	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.736	0.0	0.0	0.0	4.336	0.24	0.0	0.0	0.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.412	0.0	0.0	0.0	0.0	0.214	0.0	2.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
